Trait1
13.00067731
13.81827184
13.74979559
16.39416397
13.59014097
17.18609441
15.28822462
13.4533263
12.22771602
13.58013546
12.42689283
14.17469549
15.28217714
14.44206663
13.66059185
9.924304466
11.02003588
11.18443451
17.64533052
12.92812199
15.19971042
11.86936251
12.87701634
8.904781387
10.8918283
13.66049202
12.4020034
13.67606683
15.20189388
15.64610813
12.91558608
14.36661686
15.21716875
15.71759698
13.95206518
14.33679906
13.54038587
13.56889475
11.13340695
15.36374022
12.98166669
10.42329437
13.27445311
14.94390456
14.68765982
13.9165235
15.69595746
14.97885336
11.37592106
12.88659085
11.33495801
15.28327296
12.89957174
11.50560549
13.99934783
13.16210018
15.4725792
13.51199244
15.93192065
11.70784302
12.41626482
13.52172748
11.16999129
14.3826048
14.47531448
14.35651253
16.01818407
15.64386703
12.58194868
10.73105026
10.80282499
13.78239124
15.54918828
11.17263427
14.41188463
11.9989384
12.21473788
13.5697589
9.189762679
11.57115458
18.10670697
12.14075703
14.70460728
15.07590074
12.56635629
15.32253171
13.3343537
14.89424656
15.84611488
15.17980358
13.19248616
14.69542237
14.56070885
17.89518633
11.41342627
16.41808898
14.60734754
15.34005997
13.2075837
10.8723197
13.62074297
13.72288154
12.701749
12.90480861
12.74574453
17.50870747
12.41899977
15.11109164
12.81423872
12.29261339
12.28212145
11.59176144
11.01208878
13.82194512
15.03882481
13.84943059
15.39799289
15.32265388
13.06273475
16.66157308
14.09085138
16.31526597
13.19295795
13.45500264
13.62277966
13.44149438
18.70473799
12.06357336
16.26305542
15.54034878
12.829187
13.42005887
15.08258115
11.2321081
12.74495562
13.3894488
14.89186648
16.44044457
16.52389239
13.93760649
11.90364909
15.34360919
14.46136548
16.97294357
12.46528235
12.8679998
11.59403454
15.14362567
10.98861601
14.74871803
16.06440522
13.72777079
14.16464811
14.5491246
12.67044732
15.42053531
13.91465874
12.13937012
10.36471294
13.2393359
15.53611735
14.02763885
17.58053188
12.39209327
12.03044
14.43451388
12.50717357
13.51615014
13.14991019
12.30954671
12.70784307
13.09632963
12.84567903
13.25939888
14.62235537
12.38700673
11.60299166
16.24875099
12.53103299
14.6265376
8.94015788
11.66174845
16.82387239
12.29368908
14.31777873
13.01025761
15.82996002
13.80145978
14.99662317
14.09315035
14.26876966
18.08178042
17.84510861
15.99351639
14.82318009
13.56665949
12.91233422
12.69545997
15.97273268
14.42287913
15.01228358
13.38651336
13.39570834
12.88071496
12.40092255
12.20378313
16.41908044
12.11734537
14.5825824
12.80145099
14.62552249
13.73124397
13.38191423
12.37006695
16.8401565
11.12557123
15.14896826
13.13894223
14.53150762
12.27088162
12.92594036
11.30203218
14.83426002
15.42068994
13.70943038
12.47918527
13.86178165
12.02205893
15.16947986
18.22061656
12.49978789
15.56084634
16.3780012
14.65458399
14.11413532
17.49407446
13.27433065
14.70504142
13.04329438
11.21084484
10.26403325
14.35278074
14.49132928
11.52089081
14.68812965
16.1053586
12.76963893
15.49696362
12.32391892
14.82133627
18.46802861
13.34123626
13.28602038
13.16884522
11.8167525
11.30114882
11.80087261
11.73697443
15.55556589
16.22384368
14.61651385
11.35946386
13.76251213
12.92906771
